TRANSACTION_DATE,DAY_NAME,DAY_CLASSIFICATION,MONTH_NAME,TRANSACTION_TIME,TIME_CLASSIFICATION,HOUR_OF_DAY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE,NUMBER_OF_SALES,REVENUE
6/8/2023,Thu,Weekday,Jun,59:38.0,Morning,10,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/8/2023,Thu,Weekday,Jun,04:19.0,Morning,11,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.2
6/8/2023,Thu,Weekday,Jun,07:09.0,Morning,11,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
6/8/2023,Thu,Weekday,Jun,21:07.0,Morning,11,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,3
6/8/2023,Thu,Weekday,Jun,21:54.0,Morning,11,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,1,3.5
6/8/2023,Thu,Weekday,Jun,27:36.0,Morning,11,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
6/8/2023,Thu,Weekday,Jun,27:47.0,Morning,11,Hell's Kitchen,Bakery,Croissant,Pastry,1,3.5
6/8/2023,Thu,Weekday,Jun,38:13.0,Morning,11,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
6/8/2023,Thu,Weekday,Jun,45:13.0,Morning,11,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.1
6/8/2023,Thu,Weekday,Jun,52:18.0,Morning,11,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/8/2023,Thu,Weekday,Jun,55:04.0,Morning,11,Lower Manhattan,Loose Tea,Spicy Eye Opener Chai,Chai tea,1,10.95
6/8/2023,Thu,Weekday,Jun,09:12.0,Afternoon,12,Astoria,Tea,Earl Grey Rg,Brewed Black tea,1,5
6/8/2023,Thu,Weekday,Jun,13:24.0,Afternoon,12,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5
6/8/2023,Thu,Weekday,Jun,14:48.0,Afternoon,12,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/8/2023,Thu,Weekday,Jun,17:03.0,Afternoon,12,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/8/2023,Thu,Weekday,Jun,31:29.0,Afternoon,12,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5
6/8/2023,Thu,Weekday,Jun,37:16.0,Afternoon,12,Astoria,Bakery,Cranberry Scone,Scone,1,6.5
6/8/2023,Thu,Weekday,Jun,37:24.0,Afternoon,12,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,2.2
6/8/2023,Thu,Weekday,Jun,52:28.0,Afternoon,12,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/8/2023,Thu,Weekday,Jun,03:03.0,Afternoon,13,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/8/2023,Thu,Weekday,Jun,27:58.0,Afternoon,13,Astoria,Coffee beans,Ethiopia,Gourmet Beans,1,21
6/8/2023,Thu,Weekday,Jun,29:08.0,Afternoon,13,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/8/2023,Thu,Weekday,Jun,36:10.0,Afternoon,13,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.5
6/8/2023,Thu,Weekday,Jun,40:23.0,Afternoon,13,Lower Manhattan,Bakery,Ginger Scone,Scone,1,3.25
6/8/2023,Thu,Weekday,Jun,45:09.0,Afternoon,13,Lower Manhattan,Coffee,Espresso shot,Barista Espresso,1,3
6/8/2023,Thu,Weekday,Jun,12:38.0,Afternoon,14,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.5
6/8/2023,Thu,Weekday,Jun,15:18.0,Afternoon,14,Hell's Kitchen,Bakery,Almond Croissant,Pastry,1,3.75
6/8/2023,Thu,Weekday,Jun,19:54.0,Afternoon,14,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6
6/8/2023,Thu,Weekday,Jun,24:01.0,Afternoon,14,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,3
6/8/2023,Thu,Weekday,Jun,32:41.0,Afternoon,14,Astoria,Bakery,Jumbo Savory Scone,Scone,1,7.5
6/8/2023,Thu,Weekday,Jun,01:19.0,Afternoon,15,Hell's Kitchen,Loose Tea,Traditional Blend Chai,Chai tea,1,8.95
6/8/2023,Thu,Weekday,Jun,09:29.0,Afternoon,15,Astoria,Coffee,Cappuccino,Barista Espresso,1,3.75
6/8/2023,Thu,Weekday,Jun,16:08.0,Afternoon,15,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/8/2023,Thu,Weekday,Jun,18:31.0,Afternoon,15,Lower Manhattan,Bakery,Cranberry Scone,Scone,1,3.25
6/8/2023,Thu,Weekday,Jun,20:31.0,Afternoon,15,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/8/2023,Thu,Weekday,Jun,22:19.0,Afternoon,15,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/8/2023,Thu,Weekday,Jun,26:51.0,Afternoon,15,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
6/8/2023,Thu,Weekday,Jun,36:47.0,Afternoon,15,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/8/2023,Thu,Weekday,Jun,40:13.0,Afternoon,15,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.5
6/8/2023,Thu,Weekday,Jun,42:45.0,Afternoon,15,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,3
6/8/2023,Thu,Weekday,Jun,44:01.0,Afternoon,15,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3
6/8/2023,Thu,Weekday,Jun,03:39.0,Afternoon,16,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
6/8/2023,Thu,Weekday,Jun,12:35.0,Afternoon,16,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso,1,8.5
6/8/2023,Thu,Weekday,Jun,17:11.0,Afternoon,16,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,3
6/8/2023,Thu,Weekday,Jun,22:11.0,Afternoon,16,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,1,4.5
6/8/2023,Thu,Weekday,Jun,31:13.0,Afternoon,16,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2
6/8/2023,Thu,Weekday,Jun,38:12.0,Afternoon,16,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
6/8/2023,Thu,Weekday,Jun,03:35.0,Evening,17,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,3
6/7/2023,Wed,Weekday,Jun,50:43.0,Morning,8,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
6/7/2023,Wed,Weekday,Jun,04:37.0,Morning,10,Astoria,Bakery,Jumbo Savory Scone,Scone,1,3.75
6/7/2023,Wed,Weekday,Jun,29:25.0,Afternoon,13,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/7/2023,Wed,Weekday,Jun,39:07.0,Evening,18,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6
6/8/2023,Thu,Weekday,Jun,33:37.0,Morning,9,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
6/8/2023,Thu,Weekday,Jun,09:45.0,Evening,17,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/8/2023,Thu,Weekday,Jun,15:57.0,Evening,17,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5
6/8/2023,Thu,Weekday,Jun,22:59.0,Evening,17,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3
6/8/2023,Thu,Weekday,Jun,26:20.0,Evening,17,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,3
6/8/2023,Thu,Weekday,Jun,35:49.0,Evening,17,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/8/2023,Thu,Weekday,Jun,42:55.0,Evening,17,Hell's Kitchen,Coffee beans,Organic Decaf Blend,Organic Beans,1,22.5
6/8/2023,Thu,Weekday,Jun,47:49.0,Evening,17,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/8/2023,Thu,Weekday,Jun,49:10.0,Evening,17,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
6/8/2023,Thu,Weekday,Jun,52:39.0,Evening,17,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/8/2023,Thu,Weekday,Jun,53:10.0,Evening,17,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea,1,3
6/8/2023,Thu,Weekday,Jun,56:41.0,Evening,17,Astoria,Coffee,Latte,Barista Espresso,1,3.75
6/8/2023,Thu,Weekday,Jun,00:01.0,Evening,18,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,3
6/8/2023,Thu,Weekday,Jun,06:26.0,Evening,18,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
6/8/2023,Thu,Weekday,Jun,07:40.0,Evening,18,Lower Manhattan,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.2
6/8/2023,Thu,Weekday,Jun,12:00.0,Evening,18,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,3
6/8/2023,Thu,Weekday,Jun,29:30.0,Evening,18,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,5
6/8/2023,Thu,Weekday,Jun,30:02.0,Evening,18,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.5
6/8/2023,Thu,Weekday,Jun,32:55.0,Evening,18,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5
6/8/2023,Thu,Weekday,Jun,39:58.0,Evening,18,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
6/8/2023,Thu,Weekday,Jun,41:27.0,Evening,18,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
6/8/2023,Thu,Weekday,Jun,50:03.0,Evening,18,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
6/8/2023,Thu,Weekday,Jun,52:24.0,Evening,18,Lower Manhattan,Packaged Chocolate,Sustainably Grown Organic,Organic Chocolate,1,7.6
6/8/2023,Thu,Weekday,Jun,13:11.0,Evening,19,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
6/8/2023,Thu,Weekday,Jun,18:10.0,Evening,19,Astoria,Coffee,Latte,Barista Espresso,3,11.25
6/8/2023,Thu,Weekday,Jun,30:03.0,Evening,19,Hell's Kitchen,Bakery,Oatmeal Scone,Scone,1,3
6/8/2023,Thu,Weekday,Jun,44:46.0,Evening,19,Astoria,Bakery,Ginger Scone,Scone,1,6.5
6/8/2023,Thu,Weekday,Jun,52:21.0,Evening,19,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
6/8/2023,Thu,Weekday,Jun,55:15.0,Evening,19,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/8/2023,Thu,Weekday,Jun,11:38.0,Evening,20,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
6/8/2023,Thu,Weekday,Jun,15:36.0,Evening,20,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/9/2023,Fri,Weekday,Jun,51:12.0,Morning,6,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/9/2023,Fri,Weekday,Jun,51:37.0,Morning,6,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5
6/9/2023,Fri,Weekday,Jun,52:54.0,Morning,6,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/9/2023,Fri,Weekday,Jun,03:50.0,Morning,7,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/9/2023,Fri,Weekday,Jun,08:31.0,Morning,7,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup,1,1.6
6/9/2023,Fri,Weekday,Jun,10:44.0,Morning,7,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.5
6/9/2023,Fri,Weekday,Jun,11:38.0,Morning,7,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/9/2023,Fri,Weekday,Jun,12:17.0,Morning,7,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup,1,0.8
6/9/2023,Fri,Weekday,Jun,22:43.0,Morning,7,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/9/2023,Fri,Weekday,Jun,24:20.0,Morning,7,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,6
6/9/2023,Fri,Weekday,Jun,25:55.0,Morning,7,Astoria,Tea,Earl Grey Rg,Brewed Black tea,1,2.5
6/9/2023,Fri,Weekday,Jun,27:08.0,Morning,7,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/9/2023,Fri,Weekday,Jun,29:44.0,Morning,7,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup,1,1.6
6/9/2023,Fri,Weekday,Jun,36:32.0,Morning,7,Lower Manhattan,Loose Tea,English Breakfast,Black tea,1,8.95
6/9/2023,Fri,Weekday,Jun,42:57.0,Morning,7,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,1,6
6/9/2023,Fri,Weekday,Jun,46:30.0,Morning,7,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
6/9/2023,Fri,Weekday,Jun,48:51.0,Morning,7,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.5
6/9/2023,Fri,Weekday,Jun,52:00.0,Morning,7,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/9/2023,Fri,Weekday,Jun,53:48.0,Morning,7,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/9/2023,Fri,Weekday,Jun,56:17.0,Morning,7,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.4
6/9/2023,Fri,Weekday,Jun,01:24.0,Morning,8,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/9/2023,Fri,Weekday,Jun,05:47.0,Morning,8,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.5
6/9/2023,Fri,Weekday,Jun,11:32.0,Morning,8,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/9/2023,Fri,Weekday,Jun,14:16.0,Morning,8,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/9/2023,Fri,Weekday,Jun,14:37.0,Morning,8,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
6/9/2023,Fri,Weekday,Jun,15:59.0,Morning,8,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup,1,0.8
6/9/2023,Fri,Weekday,Jun,16:23.0,Morning,8,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/9/2023,Fri,Weekday,Jun,16:39.0,Morning,8,Lower Manhattan,Coffee,Latte,Barista Espresso,1,7.5
6/9/2023,Fri,Weekday,Jun,19:31.0,Morning,8,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,5
6/9/2023,Fri,Weekday,Jun,29:19.0,Morning,8,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7
6/9/2023,Fri,Weekday,Jun,31:30.0,Morning,8,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,1,2.2
6/9/2023,Fri,Weekday,Jun,33:55.0,Morning,8,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/9/2023,Fri,Weekday,Jun,38:26.0,Morning,8,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
6/9/2023,Fri,Weekday,Jun,38:37.0,Morning,8,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,6
6/9/2023,Fri,Weekday,Jun,38:39.0,Morning,8,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/9/2023,Fri,Weekday,Jun,39:00.0,Morning,8,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5
6/9/2023,Fri,Weekday,Jun,44:28.0,Morning,8,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4
6/9/2023,Fri,Weekday,Jun,46:00.0,Morning,8,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4
6/9/2023,Fri,Weekday,Jun,53:45.0,Morning,8,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.1
6/9/2023,Fri,Weekday,Jun,55:36.0,Morning,8,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,3
6/9/2023,Fri,Weekday,Jun,58:23.0,Morning,8,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
6/9/2023,Fri,Weekday,Jun,00:02.0,Morning,9,Astoria,Tea,Earl Grey Rg,Brewed Black tea,1,5
6/9/2023,Fri,Weekday,Jun,01:58.0,Morning,9,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/9/2023,Fri,Weekday,Jun,04:04.0,Morning,9,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/9/2023,Fri,Weekday,Jun,04:36.0,Morning,9,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2
6/9/2023,Fri,Weekday,Jun,06:53.0,Morning,9,Astoria,Loose Tea,Peppermint,Herbal tea,1,8.95
6/9/2023,Fri,Weekday,Jun,12:02.0,Morning,9,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,1,6
6/9/2023,Fri,Weekday,Jun,21:41.0,Morning,9,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/9/2023,Fri,Weekday,Jun,23:22.0,Morning,9,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/9/2023,Fri,Weekday,Jun,24:12.0,Morning,9,Hell's Kitchen,Bakery,Almond Croissant,Pastry,1,3.75
6/9/2023,Fri,Weekday,Jun,27:55.0,Morning,9,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,6
6/9/2023,Fri,Weekday,Jun,28:25.0,Morning,9,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,6
6/9/2023,Fri,Weekday,Jun,31:32.0,Morning,9,Hell's Kitchen,Bakery,Ginger Biscotti,Biscotti,1,3.5
6/9/2023,Fri,Weekday,Jun,34:41.0,Morning,9,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7
6/9/2023,Fri,Weekday,Jun,38:31.0,Morning,9,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,3
6/9/2023,Fri,Weekday,Jun,38:57.0,Morning,9,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/9/2023,Fri,Weekday,Jun,40:40.0,Morning,9,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.2
6/9/2023,Fri,Weekday,Jun,47:29.0,Morning,9,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,6.2
6/9/2023,Fri,Weekday,Jun,47:39.0,Morning,9,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup,1,0.8
6/9/2023,Fri,Weekday,Jun,48:08.0,Morning,9,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/9/2023,Fri,Weekday,Jun,49:37.0,Morning,9,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.5
6/9/2023,Fri,Weekday,Jun,50:34.0,Morning,9,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6
6/9/2023,Fri,Weekday,Jun,50:34.0,Morning,9,Astoria,Bakery,Jumbo Savory Scone,Scone,1,3.75
6/9/2023,Fri,Weekday,Jun,53:50.0,Morning,9,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.5
6/9/2023,Fri,Weekday,Jun,55:32.0,Morning,9,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.5
6/9/2023,Fri,Weekday,Jun,59:58.0,Morning,9,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
6/9/2023,Fri,Weekday,Jun,02:26.0,Morning,10,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,8.5
6/9/2023,Fri,Weekday,Jun,03:18.0,Morning,10,Lower Manhattan,Loose Tea,Peppermint,Herbal tea,1,8.95
6/9/2023,Fri,Weekday,Jun,06:39.0,Morning,10,Astoria,Tea,Earl Grey Rg,Brewed Black tea,2,5
6/9/2023,Fri,Weekday,Jun,06:56.0,Morning,10,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/9/2023,Fri,Weekday,Jun,09:22.0,Morning,10,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/9/2023,Fri,Weekday,Jun,12:20.0,Morning,10,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone,1,4.69
6/9/2023,Fri,Weekday,Jun,20:57.0,Morning,10,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4
6/9/2023,Fri,Weekday,Jun,21:56.0,Morning,10,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,3,9
6/9/2023,Fri,Weekday,Jun,24:08.0,Morning,10,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea,1,5
6/9/2023,Fri,Weekday,Jun,25:29.0,Morning,10,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/9/2023,Fri,Weekday,Jun,34:39.0,Morning,10,Hell's Kitchen,Packaged Chocolate,Dark chocolate,Drinking Chocolate,1,6.4
6/9/2023,Fri,Weekday,Jun,39:03.0,Morning,10,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,2.5
6/9/2023,Fri,Weekday,Jun,40:44.0,Morning,10,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.5
6/9/2023,Fri,Weekday,Jun,48:14.0,Morning,10,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
6/9/2023,Fri,Weekday,Jun,50:52.0,Morning,10,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/9/2023,Fri,Weekday,Jun,50:55.0,Morning,10,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/9/2023,Fri,Weekday,Jun,52:04.0,Morning,10,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3
6/9/2023,Fri,Weekday,Jun,52:28.0,Morning,10,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/9/2023,Fri,Weekday,Jun,53:38.0,Morning,10,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup,1,0.8
6/9/2023,Fri,Weekday,Jun,59:51.0,Morning,10,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2
6/9/2023,Fri,Weekday,Jun,01:59.0,Morning,11,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
6/9/2023,Fri,Weekday,Jun,06:01.0,Morning,11,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
6/9/2023,Fri,Weekday,Jun,09:44.0,Morning,11,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,1,8.5
6/9/2023,Fri,Weekday,Jun,13:52.0,Morning,11,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.5
6/9/2023,Fri,Weekday,Jun,23:17.0,Morning,11,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.5
6/9/2023,Fri,Weekday,Jun,29:17.0,Morning,11,Hell's Kitchen,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,1,1.6
6/9/2023,Fri,Weekday,Jun,56:36.0,Morning,11,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
6/9/2023,Fri,Weekday,Jun,11:08.0,Afternoon,12,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,2,8.5
6/9/2023,Fri,Weekday,Jun,18:30.0,Afternoon,12,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.5
6/9/2023,Fri,Weekday,Jun,38:33.0,Afternoon,12,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
6/9/2023,Fri,Weekday,Jun,38:51.0,Afternoon,12,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/9/2023,Fri,Weekday,Jun,44:14.0,Afternoon,12,Astoria,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/9/2023,Fri,Weekday,Jun,48:58.0,Afternoon,12,Hell's Kitchen,Coffee,Latte,Barista Espresso,1,7.5
6/9/2023,Fri,Weekday,Jun,56:35.0,Afternoon,12,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
6/9/2023,Fri,Weekday,Jun,04:10.0,Afternoon,13,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,3
6/9/2023,Fri,Weekday,Jun,08:41.0,Afternoon,13,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/9/2023,Fri,Weekday,Jun,16:18.0,Afternoon,13,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/9/2023,Fri,Weekday,Jun,43:00.0,Afternoon,13,Hell's Kitchen,Bakery,Almond Croissant,Pastry,1,3.75
6/9/2023,Fri,Weekday,Jun,54:43.0,Afternoon,13,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/9/2023,Fri,Weekday,Jun,20:29.0,Afternoon,14,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso,1,6
6/9/2023,Fri,Weekday,Jun,21:11.0,Afternoon,14,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,3.75
6/9/2023,Fri,Weekday,Jun,27:35.0,Afternoon,14,Astoria,Tea,Earl Grey Rg,Brewed Black tea,1,2.5
6/9/2023,Fri,Weekday,Jun,32:27.0,Afternoon,14,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6
6/9/2023,Fri,Weekday,Jun,52:01.0,Afternoon,14,Astoria,Coffee,Latte,Barista Espresso,1,3.75
6/9/2023,Fri,Weekday,Jun,56:44.0,Afternoon,14,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea,1,3
